Sampling_month,Sampling_year,sitecode,sitename,pass,species,fish_number,sampleid,forkmm,totalmm,weight_g,kept,sex,stomach_content,stomachsource,Notes
August,2018,SC,Caughell,2,johnny darter,bulk4-22,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-23,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-24,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-25,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-26,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-27,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-28,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-29,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-30,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-31,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-32,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-33,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-34,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-35,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-36,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-37,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-38,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-39,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-40,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-41,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-42,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-43,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-44,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-45,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-46,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-47,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-48,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk4-49,NA,NA,28,0.153061224,N,,,,
August,2018,SC,Caughell,2,creek chub,11,SC-S18-212-11,85,90,7.5,Y,F,fish/detritus,both,
August,2018,SC,Caughell,2,creek chub,bulk4-1,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-2,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-3,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-4,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-5,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-6,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-7,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-8,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-9,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-10,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-11,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-12,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-13,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-14,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-15,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-16,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-17,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-18,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-19,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk4-20,NA,34,36,0.325,N,,,,
August,2018,SC,Caughell,2,creek chub,12,SC-S18-212-12,48,51,1.5,Y,M,hard insect or cray,aquatic,
August,2018,SC,Caughell,2,common shiner,2,SC-S18-198-2,48,53,1,Y,I,algae,aquatic,
August,2018,SC,Caughell,2,creek chub,13,SC-S18-212-13,40,41,1,Y,I,detritus,terrestrial,
August,2018,SC,Caughell,2,bluntnose minnow,15,SC-S18-208-15,65,70,4.5,Y,M,detritus (lots),terrestrial,
August,2018,SC,Caughell,2,common shiner,3,SC-S18-198-3,54,59,2,Y,I,chironomids,aquatic,
August,2018,SC,Caughell,2,bluntnose minnow,16,SC-S18-208-16,44,46,1,Y,I,detritus,terrestrial,
August,2018,SC,Caughell,2,johnny darter,57,SC-S18-341-57,NA,54,1.5,Y,M,algae,aquatic,
August,2018,SC,Caughell,2,creek chub,14,SC-S18-212-14,60,65,2.5,Y,F,"detritus, insects",terrestrial,
August,2018,SC,Caughell,2,johnny darter,58,SC-S18-341-58,NA,49,1,N,,,,
August,2018,SC,Caughell,2,johnny darter,59,SC-S18-341-59,NA,54,1.5,N,,,,
August,2018,SC,Caughell,2,creek chub,15,SC-S18-212-15,108,115,18,Y,M,"decomposed fish, algae",aquatic,
August,2018,SC,Caughell,2,bluntnose minnow,17,SC-S18-208-17,44,46,1,N,,,,
August,2018,SC,Caughell,2,johnny darter,60,SC-S18-341-60,NA,49,1,N,,,,
August,2018,SC,Caughell,2,creek chub,16,SC-S18-212-16,54,57,2,Y,I,"detritus, insects",terrestrial,
August,2018,SC,Caughell,2,bluntnose minnow,18,SC-S18-208-18,54,56,1.5,N,,,,
August,2018,SC,Caughell,2,bluntnose minnow,19,SC-S18-208-19,44,47,1,N,,,,
August,2018,SC,Caughell,2,bluntnose minnow,20,SC-S18-208-20,44,47,1,N,,,,
August,2018,SC,Caughell,2,bluntnose minnow,21,SC-S18-208-21,46,49,1,N,,,,
August,2018,SC,Caughell,2,creek chub,17,SC-S18-212-17,92,97,9,Y,M,"detritus, insects",terrestrial,
August,2018,SC,Caughell,2,bluntnose minnow,22,SC-S18-208-22,58,61,2.5,N,,,,
August,2018,SC,Caughell,2,bluntnose minnow,23,SC-S18-208-23,44,47,1,N,,,,
August,2018,SC,Caughell,2,bluntnose minnow,24,SC-S18-208-24,44,47,1,N,,,,
August,2018,SC,Caughell,2,creek chub,18,SC-S18-212-18,50,33,1.5,Y,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-1,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-2,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-3,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-4,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-5,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-6,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-7,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-8,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-9,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-10,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-11,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-12,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-13,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-14,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,white sucker,bulk3-15,NA,35,37,0.5,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-1,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-2,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-3,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-4,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-5,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-6,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-7,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-8,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-9,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-10,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-11,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-12,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-13,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-14,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-15,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-16,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-17,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-18,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-19,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-20,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-21,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-22,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-23,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-24,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-25,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-26,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-27,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-28,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-29,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-30,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-31,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-32,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-33,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-34,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-35,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-36,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-37,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-38,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-39,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-40,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-41,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-42,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-43,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-44,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-45,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-46,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-47,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-48,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-49,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-50,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-51,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-52,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-53,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-54,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-55,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-56,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-57,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-58,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-59,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-60,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-61,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-62,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-63,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-64,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-65,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-66,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-67,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-68,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-69,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-70,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk2-71,NA,NA,31,0.14084507,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-1,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-2,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-3,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-4,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-5,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-6,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-7,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-8,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-9,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-10,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-11,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-12,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-13,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-14,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-15,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-16,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-17,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-18,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-19,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-20,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-21,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-22,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-23,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,creek chub,bulk3-24,NA,32,34,0.3125,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-1,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-2,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-3,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-4,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-5,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-6,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-7,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-8,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-9,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-10,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-11,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-12,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-13,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-14,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-15,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-16,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-17,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-18,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-19,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-20,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-21,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-22,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,johnny darter,bulk3-23,NA,NA,49,1.434782609,N,,,,
August,2018,SC,Caughell,2,common shiner,4,SC-S18-198-4,57,62,2,Y,M,algae,aquatic,
August,2018,SC,Caughell,2,common shiner,5,SC-S18-198-5,57,63,2.5,Y,M,"insects, algae",unknown,
August,2018,SC,Caughell,2,common shiner,6,SC-S18-198-6,52,56,1.5,Y,I,"algae, detritus, chironomids",both,
July,2018,JC,Csoff,1,creek chub,1,JC-S18-212-1,88,94,7.5,Y,M,,,
July,2018,JC,Csoff,1,creek chub,2,JC-S18-212-2,104,108,13,Y,M,"Slug, algae",both,
July,2018,JC,Csoff,1,white sucker,1,JC-S18-163-1,313,326,336.5,Y,F,Empty,empty,
July,2018,JC,Csoff,1,mottled sculpin,1,JC-S18-800-1,NA,70,3.5,Y,M,Insects,unknown,
July,2018,JC,Csoff,1,rock bass,1,JC-S18-311-1,180,189,138.5,Y,M,Lots o cray fish,aquatic,
July,2018,JC,Csoff,2,mottled sculpin,2,JC-S18-800-2,NA,68,2.8,Y,M,Insects,unknown,
July,2018,JC,Csoff,2,mottled sculpin,3,JC-S18-800-3,NA,63,3,Y,F,Catarpillar,terrestrial,
July,2018,JC,Csoff,2,rock bass,2,JC-S18-311-2,92,94,15,N,,,,
July,2018,JC,Csoff,2,rock bass,3,JC-S18-311-3,99,101,16.5,N,,,,
July,2018,JC,Csoff,2,mottled sculpin,4,JC-S18-800-4,NA,66,4,Y,F,,unknown,
July,2018,JC,Csoff,3,creek chub,3,JC-S18-212-3,151,156,37.5,Y,M,Flies and plants,terrestrial,
July,2018,JC,Csoff,3,creek chub,4,JC-S18-212-4,145,154,33.5,Y,M,,unknown,
July,2018,JC,Csoff,3,creek chub,5,JC-S18-212-5,121,130,22.5,Y,M,Insects,unknown,
July,2018,JC,Csoff,3,mottled sculpin,5,JC-S18-800-5,NA,NA,3.5,Y,M,None,empty,
July,2018,JC,Csoff,3,mottled sculpin,6,JC-S18-800-6,NA,66,3.5,Y,M,Insects,unknown,
July,2018,JC,Csoff,3,creek chub,6,JC-S18-212-6,113,119,18,Y,M,Insects,unknown,
July,2018,JC,Csoff,3,white sucker,2,JC-S18-163-2,103,108,12,Y,F,Detritus,terrestrial,
July,2018,JC,Csoff,3,mottled sculpin,7,JC-S18-800-7,NA,66,3.5,Y,F,Snail,unknown,
July,2018,JC,Csoff,3,creek chub,7,JC-S18-212-7,115,121,16.5,Y,I,detritus,terrestrial,
July,2018,DE,Dedrick's,1,central mudminnow,1,DE-S18-141-1,NA,57,2.5,N,,,,
July,2018,DE,Dedrick's,1,central mudminnow,2,DE-S18-141-2,NA,59,2.5,N,,,,
July,2018,DE,Dedrick's,1,central mudminnow,3,DE-S18-141-3,NA,42,1,N,,,,
July,2018,DE,Dedrick's,1,central mudminnow,4,DE-S18-141-4,NA,57,2,N,,,,
July,2018,DE,Dedrick's,1,central mudminnow,5,DE-S18-141-5,NA,53,2,N,,,,
July,2018,DE,Dedrick's,1,creek chub,1,DE-S18-212-1,60,65,1.5,Y,F,empty,empty,
July,2018,DE,Dedrick's,1,creek chub,2,DE-S18-212-2,63,67,2.5,Y,M,insects,unknown,
July,2018,DE,Dedrick's,1,creek chub,3,DE-S18-212-3,74,79,4.5,Y,M,detritus/insects,terrestrial,
July,2018,DE,Dedrick's,1,creek chub,4,DE-S18-212-4,82,88,6.5,Y,,,,
July,2018,DE,Dedrick's,1,creek chub,5,DE-S18-212-5,90,97,8,Y,F,"fish, algae",aquatic,
July,2018,DE,Dedrick's,1,johnny darter,1,DE-S18-341-1,NA,33,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,2,DE-S18-341-2,NA,39,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,3,DE-S18-341-3,NA,35,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,4,DE-S18-341-4,NA,36,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,5,DE-S18-341-5,NA,38,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,6,DE-S18-341-6,NA,35,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,7,DE-S18-341-7,NA,37,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,8,DE-S18-341-8,NA,35,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,9,DE-S18-341-9,NA,36,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,10,DE-S18-341-10,NA,34,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,11,DE-S18-341-11,NA,34,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,12,DE-S18-341-12,NA,36,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,13,DE-S18-341-13,NA,37,0.5,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,14,DE-S18-341-14,NA,37,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,15,DE-S18-341-15,NA,24,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,16,DE-S18-341-16,NA,31,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,17,DE-S18-341-17,NA,33,0.3,N,,,,
July,2018,DE,Dedrick's,1,johnny darter,18,DE-S18-341-18,NA,60,2,Y,M,detritus/worms,both,
July,2018,DE,Dedrick's,1,johnny darter,19,DE-S18-341-19,NA,56,1.5,Y,M,algae,aquatic,
July,2018,DE,Dedrick's,1,johnny darter,20,DE-S18-341-20,NA,51,1,Y,M,detritus,terrestrial,
July,2018,DE,Dedrick's,1,johnny darter,21,DE-S18-341-21,NA,53,1,Y,F,worms/insects,aquatic,
July,2018,DE,Dedrick's,1,johnny darter,22,DE-S18-341-22,NA,35,0.5,N,,,,
July,2018,DE,Dedrick's,1,blacknose dace,1,DE-S18-630-1,76,80,5,Y,F,detritus/insects,unknown,
July,2018,DE,Dedrick's,2,creek chub,6,DE-S18-212-6,135,142,26,Y,M,"algae, black sticks",aquatic,
July,2018,DE,Dedrick's,2,creek chub,7,DE-S18-212-7,139,146,29,Y,F,white goo/detritus,terrestrial,
July,2018,DE,Dedrick's,2,creek chub,8,DE-S18-212-8,40,43,0.5,N,,,,
July,2018,DE,Dedrick's,2,creek chub,9,DE-S18-212-9,41,43,0.5,N,,,,
July,2018,DE,Dedrick's,2,creek chub,10,DE-S18-212-10,37,39,0.5,N,,,,
July,2018,DE,Dedrick's,2,creek chub,11,DE-S18-212-11,106,109,12,Y,F,"algae, detritus",both,
July,2018,DE,Dedrick's,2,creek chub,12,DE-S18-212-12,105,110,13.5,Y,F,"white goo, detritus",terrestrial,
July,2018,DE,Dedrick's,2,creek chub,13,DE-S18-212-13,110,115,14.5,Y,F,"detritus, insects",terrestrial,
July,2018,DE,Dedrick's,2,creek chub,14,DE-S18-212-14,85,89,7,Y,M,empty,empty,
July,2018,DE,Dedrick's,2,central mudminnow,6,DE-S18-141-6,NA,51,1,N,,,,
July,2018,DE,Dedrick's,2,central mudminnow,7,DE-S18-141-7,NA,42,0.5,N,,,,
July,2018,DE,Dedrick's,2,central mudminnow,8,DE-S18-141-8,NA,51,1,N,,,,
July,2018,DE,Dedrick's,2,blacknose dace,2,DE-S18-630-2,55,58,1,Y,M,algae,aquatic,
July,2018,DE,Dedrick's,2,blacknose dace,3,DE-S18-630-3,57,60,2,N,,,,
July,2018,DE,Dedrick's,2,johnny darter,23,DE-S18-341-23,NA,62,2.5,Y,M,brown mush,unknown,
July,2018,DE,Dedrick's,2,johnny darter,28,DE-S18-341-28,NA,55,1.5,Y,F,brown mush,unknown,
July,2018,DE,Dedrick's,2,johnny darter,33,DE-S18-341-33,NA,54,1,Y,M,brown mush,unknown,
July,2018,DE,Dedrick's,2,johnny darter,34,DE-S18-341-34,NA,53,1.5,Y,I,insects,unknown,
July,2018,DE,Dedrick's,2,johnny darter,35,DE-S18-341-35,NA,51,1.5,Y,F,insects,unknown,
July,2018,DE,Dedrick's,2,johnny darter,bulk1-1,NA,NA,NA,0.5,N,,,,
July,2018,DE,Dedrick's,2,johnny darter,bulk1-2,NA,NA,NA,0.5,N,,,,
July,2018,DE,Dedrick's,2,johnny darter,bulk1-3,NA,NA,NA,0.5,N,,,,
July,2018,DE,Dedrick's,2,johnny darter,bulk1-4,NA,NA,NA,0.5,N,,,,
